                           stepid  dayscons_ade dayscons_weeks_ade
pdnoagp             -0.0628738407   0.358258088  0.0193952741 -5.506135e-02
pdagorc             -0.0950990213   0.333341115 -0.0034447932 -4.137142e-02
pdagorp             -0.1037840841   0.288584244 -0.0085832117 -3.309739e-02
agorc               -0.1022032581   0.354928270 -0.0023520042 -6.193490e-02
agorp               -0.0938055854   0.333051645 -0.0032677608 -5.162995e-02
phobiac             -0.0700788208   0.311410733 -0.0043414022 -4.351919e-02
phobiap             -0.0722422115   0.292409521  0.0016569667 -4.399081e-02
ocdcur              -0.1002172048   0.334729849 -0.0156591958 -6.394555e-02
ocdc                -0.0922309198   0.330176319 -0.0105099338 -6.747406e-02
ocdpast             -0.1046612535   0.302669425 -0.0140706851 -5.133165e-02
ocdp                -0.0938158769   0.304526293 -0.0092625797 -5.739133e-02
ocdgenc             -0.0958516073   0.438213940  0.0142957723 -9.252769e-02
ocdgenp             -0.0947967025   0.441553022  0.0129810736 -9.406219e-02
ocdsubc             -0.0962520366   0.437849161  0.0152717004 -9.252769e-02
ocdsubp             -0.0964443691   0.437702106  0.0126058973 -9.593186e-02
ptsdcur             -0.0934926507   0.335515438 -0.0254782608 -1.490195e-02
ptsdc               -0.0748913779   0.327780661 -0.0184305962 -2.160617e-02
ptsdpast            -0.0887624622   0.288638141 -0.0245246600 -1.493738e-02
ptsdp               -0.0758148321   0.285467319 -0.0191462916 -1.995066e-02
alcdepc             -0.1135485540   0.303996636 -0.0169966745 -3.852879e-02
alcdepp             -0.0992359702   0.259862793 -0.0131873214 -3.287058e-02
alcabusc            -0.0889036685   0.320977634 -0.0165672765 -3.471248e-02
alcabusp            -0.0325799918   0.321937719  0.0112923040 -2.027008e-02
drugdepc            -0.0809102594   0.349625689 -0.0075622547 -4.874716e-02
drugdepp            -0.0799767006   0.283339977 -0.0081323052 -4.319020e-02
drugabc             -0.0709792598   0.349180411 -0.0085785255 -3.807630e-02
drugabp             -0.0499533227   0.308689583  0.0124682521  2.244458e-04
psychp              -0.1056497723   0.361853806  0.0033511678 -8.514870e-02
bpsychp             -0.0785374172   0.422920533  0.0136882609 -8.227425e-02
ipsychp             -0.1022990027   0.258511819  0.0182823228 -8.685731e-02
psychc              -0.0808332399   0.415331491  0.0113739939 -7.888121e-02
bpsychc             -0.0817670479   0.422488555  0.0121991763 -8.273107e-02
ipsychc             -0.0763710841   0.357439069  0.0133280249 -4.847422e-02
schizc              -0.0770040973   0.427035244  0.0169973838 -8.376331e-02
schizp              -0.0747143211   0.427154545  0.0180333363 -8.339407e-02
schaffc             -0.0772797282   0.422240196  0.0176280083 -7.944162e-02
schaffp             -0.0712842842   0.422370140  0.0174613872 -7.653420e-02
schphrc             -0.0816676595   0.422597910  0.0121991763 -8.458372e-02
schphrp             -0.0816676595   0.422597910  0.0121991763 -8.458372e-02
deldisc             -0.0831983450   0.421158006  0.0121991763 -8.310160e-02
deldisp             -0.0840690453   0.419048294  0.0111882174 -8.457901e-02
psygenc             -0.0820515824   0.422879758  0.0127071407 -8.384426e-02
psygenp             -0.0812723384   0.420407289  0.0103363100 -8.439132e-02
psysubc             -0.0811176481   0.422440252  0.0116928729 -8.532111e-02
psysubp             -0.0697055694   0.402913876  0.0193703757 -8.309466e-02
psynosc             -0.0820033147   0.413008973  0.0128111827 -8.240279e-02
psynosp             -0.0716465660   0.404689545  0.0109938069 -8.983382e-02
moodnosp            -0.0838040271   0.417553982  0.0153183474 -7.954192e-02
deppsyc             -0.0822933378   0.420851060  0.0150172208 -8.486866e-02
deppsyp             -0.0740674219   0.416427127  0.0217701431 -7.763797e-02
bulpurgc            -0.1017791275   0.391180418  0.0095950463 -6.879865e-02
bulpurgp            -0.0955893078   0.337733908 -0.0031643137 -6.179272e-02
bulnonpc            -0.0932949722   0.415109805  0.0113724156 -7.970203e-02
bulnonpp            -0.0990095342   0.395442258  0.0115443939 -8.047335e-02
anbingec            -0.0993832787   0.422290464  0.0093150304 -8.638070e-02
anbingep            -0.0980119394   0.395290903  0.0096664426 -8.156271e-02
anrestrc            -0.1009830651   0.420766233  0.0093150304 -8.561988e-02
anrestrp            -0.1051819928   0.370350906  0.0022712598 -7.874562e-02
genanxc             -0.1183704505   0.256684619 -0.0079183891 -1.901110e-02
genanxp             -0.1174014727   0.244871317 -0.0058026973 -2.268988e-02
ganxgenc            -0.1023739235   0.421561969  0.0106807993 -8.602451e-02
ganxgenp            -0.1006860535   0.421688371  0.0096419632 -8.753221e-02
gadsubc             -0.1020129087   0.422623122  0.0138720422 -8.392688e-02
gadsubp             -0.1003226826   0.422743125  0.0128206167 -8.544357e-02
addkidc             -0.1687110661   0.218248994 -0.0605870678 -1.279716e-01
addkidp             -0.1391025102   0.262155680 -0.0533267967 -9.844870e-02
addadltc            -0.0948164886   0.307255687 -0.0288419729 -4.746104e-02
addadltp            -0.0643005633   0.320037852 -0.0079908968 -4.267124e-02
                         depsleep   depsleepcat     depinter      depguilt
stepid              -0.0019139390 -0.0104772889  0.026379236 -0.0197281969
dayscons_ade         0.0166788575  0.0445411041  0.014240795 -0.0018530418
dayscons_weeks_ade   0.0167426792  0.0400451631  0.014541468  0.0001259641
dayscons_mini       -0.0346399802 -0.0178650231 -0.013744335  0.0153517873
dayscons_weeks_mini -0.0291954912 -0.0147670657 -0.006154881  0.0123558414
dayscons_x          -0.0062868291 -0.0134088896  0.013538785 -0.0109707128
dayscons_weeks_x    -0.0038276757 -0.0162645855  0.013298648 -0.0082034922
dayscons_y           0.0205161602 -0.0050203688  0.025934559 -0.0213524894
dayscons_weeks_y     0.0204665956 -0.0050327119  0.025802712 -0.0213786151
certcode_ade        -0.0342414205 -0.0251999332  0.009421898 -0.0602191490
certcode_mini       -0.0204838473 -0.0081891793  0.037902012 -0.0655271065
certcode            -0.0107490374 -0.0261589485  0.005295096 -0.0275694513
deprmd              -0.0405660330 -0.0391661992 -0.109724031  0.1064299494
depsleep             1.0000000000  0.5147620099  0.057453771  0.0044077203
depsleepcat          0.5147620099  1.0000000000  0.169868880 -0.0728590776
depinter             0.0574537713  0.1698688803  1.000000000 -0.2364678366
depguilt             0.0044077203 -0.0728590776 -0.236467837  1.0000000000
depenerg            -0.1046304457  0.0834882733  0.552668541 -0.2001988134
depconcn             0.0937203585  0.1745672080  0.479821921 -0.2207455142
depappet             0.1301784639  0.0923499994  0.127106615 -0.0363965484
deppmr               0.1043130916 -0.0359125207 -0.206036261  0.2295251756
dage1st              0.0274773849  0.0789292280  0.038694541 -0.0552825892
dage1stcat          -0.0129813322  0.0025877691 -0.013175149  0.0139971294
mage1st              0.0368566400  0.0649190675  0.052685061 -0.0292110501
mage1stcat           0.0121321626  0.0283446152  0.009580029  0.0125201205
depsi                0.0028489822 -0.1028606789 -0.327051268  0.2665200702
depsicat            -0.0250682679 -0.0543237915 -0.104306451  0.1057816840
depsev              -0.0285231949 -0.2204660679 -0.462698177  0.2730132764
depse                0.0058903532  0.1234297776  0.490322534 -0.2960392153
depdist             -0.0849093066 -0.1196674550 -0.202269241  0.2314615358
deppma              -0.1718562011 -0.1599595706 -0.142776540  0.1732363936
elvselfe            -0.0215955431  0.0831347005  0.387221612 -0.2487821763
elvsleep             0.3479102673  0.1360560772 -0.078228094  0.0639089555
elvtalk             -0.1534015006 -0.0991988856  0.114510443 -0.0032447341
elvfoi              -0.2207481905 -0.1754596911 -0.079825924  0.1605990426
elvdistr            -0.1300812634 -0.1476260316 -0.215255962  0.2057341004
elvgdact            -0.1282767074 -0.0471983648  0.234086452 -0.0494255212
elvhrb              -0.1205904134 -0.1132107852 -0.013025332  0.1095964777
elvpma              -0.1875639921 -0.1735603397 -0.129367978  0.1471110901
majdepc             -0.0098781060 -0.0995217094 -0.303094335  0.1831240147
majdepp              0.0041877405  0.0100421208  0.034272463  0.0011803589
moodgenc            -0.0014773178 -0.0019089087  0.043293055 -0.0033276010
moodgenp             0.0022811435  0.0011301201  0.040616216  0.0022486553
moodsubc             0.0020057593  0.0052356426  0.050181174 -0.0084631653
moodsubp             0.0122646947  0.0139397636  0.049507564 -0.0025996836
manicc              -0.0611039811 -0.0204352969  0.048048875  0.0193666639
hmanicc             -0.0623487577 -0.0440627752  0.061547375 -0.0050801737
manicp               0.0275015320  0.0449031818  0.053105629 -0.0218444428
hmanicp             -0.0286701005 -0.0263919190  0.029752441 -0.0078904657
typeiic             -0.0169896333 -0.0338115896 -0.002846258  0.0332008999
typeiip             -0.0146273992 -0.0270715878  0.030540023  0.0072568527
clinstat             0.0146298229  0.1732152443  0.414256265 -0.2135615829
manlast             -0.0344629290 -0.0378963175 -0.053837140  0.0575043158
deppast              0.0014074277 -0.0305057662 -0.081962091  0.0791556829
mangenc              0.0036276330  0.0048338406  0.047635082 -0.0092298733
mangenp              0.0082598898  0.0039831276  0.046596075 -0.0064714261
hypogenc             0.0027823843  0.0039501885  0.048214808 -0.0096911739
hypogenp             0.0027128799  0.0011720003  0.050418820 -0.0112110400
mansubc              0.0021988432  0.0070150042  0.047083642 -0.0104480105
mansubp              0.0176327297  0.0133632401  0.041168244 -0.0143438068
hyposubc             0.0018120092  0.0029170561  0.046596075 -0.0095341948
hyposubp             0.0026182636 -0.0059443747  0.044840494 -0.0030665400
anxdisc              0.0026848136  0.0081804497  0.048730728 -0.0104474755
anxdisp              0.0041679288  0.0068705005  0.042149496 -0.0123395298
anxsubc              0.0064248099  0.0125488511  0.054043141 -0.0129665139
anxsubp              0.0027534675  0.0110051858  0.053883027 -0.0173520161
pdnoagc             -0.0042853808  0.0009963956  0.021249292  0.0034781565
pdnoagp             -0.0201103956 -0.0201547787  0.009720714  0.0062334364
pdagorc             -0.0319252649 -0.0337990565 -0.005347756  0.0410768913
pdagorp             -0.0292869466 -0.0332909358 -0.011375516  0.0407564333
agorc               -0.0025808305 -0.0052928145  0.023383480 -0.0115741714
agorp                0.0075555258 -0.0042443055  0.018350277 -0.0146305671
phobiac             -0.0258176265 -0.0352209968 -0.045683087  0.0524760060
phobiap             -0.0144334206 -0.0259559640 -0.040141994  0.0513705314
ocdcur              -0.0133593236 -0.0074775310  0.010355283  0.0033020032
ocdc                -0.0111132487 -0.0077351494  0.009248129  0.0038816651
ocdpast             -0.0050427298 -0.0060575659  0.015278788  0.0146782397
ocdp                -0.0035500194 -0.0052888242  0.015583611  0.0135111571
ocdgenc              0.0101099159  0.0115328747  0.051321422 -0.0148142954
ocdgenp              0.0117753834  0.0164424394  0.054166415 -0.0162979655
ocdsubc              0.0111414978  0.0133983571  0.051990735 -0.0148142954
ocdsubp              0.0117894486  0.0158777695  0.053188057 -0.0153423789
ptsdcur             -0.0408784042 -0.0404771714 -0.026980273  0.0627912827
ptsdc               -0.0408857535 -0.0372280194 -0.023997003  0.0602204576
ptsdpast            -0.0573892254 -0.0615402207 -0.017161992  0.0579957625
ptsdp               -0.0580661781 -0.0594714004 -0.015296937  0.0568683010
alcdepc              0.0075446636  0.0035461320  0.003229247  0.0171351613
alcdepp              0.0094430688 -0.0112541386  0.007307385  0.0162871181
alcabusc             0.0172686325  0.0013023527  0.012232027  0.0125635113
alcabusp            -0.0072784098 -0.0288257930  0.005753354  0.0289044479
drugdepc             0.0205283003  0.0199850208  0.036262830 -0.0147709848
drugdepp            -0.0010870070 -0.0088188531  0.027642343  0.0214065460
drugabc              0.0155547159  0.0027823281  0.031616316 -0.0070869279
drugabp              0.0072025222 -0.0167350940  0.012629710  0.0295159865
