                  tryhsui       deprmd     depsleep  depsleepcat      depinter
clinstat     0.0214972862  0.0214908783  0.0214988550  0.0214916959
manlast      0.0533883985  0.0533889887  0.0533939108  0.0533856423
deppast      0.1013195840  0.1013446026  0.1013511772  0.1013411903
mangenc      0.9768944431  0.9768944431  0.9768941756  0.9768945769
mangenp      0.9768942959  0.9768942959  0.9768940277  0.9768944301
hypogenc     0.9768944061  0.9768944061  0.9768941385  0.9768945401
hypogenp     0.9768942229  0.9768942229  0.9768939544  0.9768943573
mansubc      0.9768942229  0.9768942229  0.9768939544  0.9768943573
mansubp      0.9768914933  0.9768914933  0.9768912091  0.9768916356
hyposubc     0.9768942959  0.9768942959  0.9768940277  0.9768944301
hyposubp     0.9768918133  0.9768918133  0.9768915311  0.9768919545
anxdisc      0.9737851445  0.9737851445  0.9737848753  0.9737852792
anxdisp      0.9737848815  0.9737848815  0.9737846094  0.9737850178
anxsubc      0.9737853757  0.9737853757  0.9737854261  0.9737855092
anxsubp      0.9737852315  0.9737852315  0.9737852804  0.9737853658
pdnoagc      0.9737210481  0.9737210481  0.9737207585  0.9737211930
pdnoagp      0.9737214546  0.9737211378  0.9737208192  0.9737212972
pdagorc      0.9737523581  0.9737523581  0.9737520435  0.9737525156
pdagorp      0.9736930452  0.9736930452  0.9736926906  0.9736932226
agorc        0.9736894879  0.9736894879  0.9736891917  0.9736896362
agorp        0.9736896566  0.9736896566  0.9736893412  0.9736898144
phobiac      0.9737441692  0.9737441692  0.9737438448  0.9737443316
phobiap      0.9768348665  0.9768348665  0.9768344759  0.9768350619
ocdcur       0.9737366073  0.9737366073  0.9737362554  0.9737367834
ocdc         0.9706545089  0.9706545089  0.9706542509  0.9706546380
ocdpast      0.9737408122  0.9737408122  0.9737404339  0.9737410014
ocdp         0.9721885210  0.9721885210  0.9721882185  0.9721886724
ocdgenc      0.9722543111  0.9722543111  0.9722540818  0.9722544259
ocdgenp      0.9737942953  0.9737942953  0.9737940470  0.9737944196
ocdsubc      0.9722543111  0.9722543111  0.9722540818  0.9722544259
ocdsubp      0.9737942145  0.9737942145  0.9737939656  0.9737943391
ptsdcur      0.9737686509  0.9737686509  0.9737682948  0.9737688290
ptsdc        0.9708131838  0.9708131838  0.9708129759  0.9708132879
ptsdpast     0.9737550282  0.9737547101  0.9737542794  0.9737549256
ptsdp        0.9722871658  0.9722868529  0.9722865528  0.9722870032
alcdepc      0.9769137708  0.9769137708  0.9769134892  0.9769139117
alcdepp      0.9768849685  0.9768852823  0.9768848708  0.9768851744
alcabusc     0.9768640642  0.9768640642  0.9768637564  0.9768642182
alcabusp     0.9753183713  0.9753186852  0.9753182366  0.9753185957
drugdepc     0.9723466428  0.9723466428  0.9723467655  0.9723467379
drugdepp     0.9708360443  0.9708360443  0.9708360973  0.9708361738
drugabc      0.9693129597  0.9693129597  0.9693127822  0.9693130486
drugabp      0.9753543737  0.9753540602  0.9753536978  0.9753542415
psychp       0.9969319592  0.9969319592  0.9969316536  0.9969321122
bpsychp      0.9999990649  0.9999990649  0.9999987523  0.9999992213
ipsychp      0.9937795964  0.9937799077  0.9937798141  0.9937797990
psychc       0.9984676980  0.9984680103  0.9984680082  0.9984678554
bpsychc      0.9999996880  0.9999996880  0.9999993763  0.9999998441
ipsychc      0.9969201554  0.9969204672  0.9969204573  0.9969203164
schizc       0.9984695962  0.9984695962  0.9984692842  0.9984697524
schizp       0.9984691568  0.9984691568  0.9984688442  0.9984693132
schaffc      0.9999985985  0.9999985985  0.9999982854  0.9999987551
schaffp      0.9999972044  0.9999972044  0.9999968896  0.9999973619
schphrc      1.0000000000  0.9999996880  0.9999993763  0.9999998441
schphrp      1.0000000000  0.9999996880  0.9999993763  0.9999998441
deldisc      0.9999996880  1.0000000000  0.9999996882  0.9999998441
deldisp      0.9999993763  0.9999996882  1.0000000000  0.9999995325
psygenc      0.9999998441  0.9999998441  0.9999995325  1.0000000000
psygenp      0.9999990649  0.9999990649  0.9999987523  0.9999992213
psysubc      0.9999995321  0.9999995321  0.9999992201  0.9999996882
psysubp      0.9999912512  0.9999912512  0.9999909293  0.9999914123
psynosc      0.9999973589  0.9999973589  0.9999970443  0.9999975163
psynosp      0.9999923092  0.9999923092  0.9999919886  0.9999924696
moodnosp     0.9984688643  0.9984688643  0.9984685513  0.9984690209
deppsyc      0.9984693032  0.9984693032  0.9984689908  0.9984694595
deppsyp      0.9984663932  0.9984663932  0.9984660771  0.9984665513
bulpurgc     0.9784759966  0.9784759966  0.9784757563  0.9784761169
bulpurgp     0.9784682030  0.9784682030  0.9784679348  0.9784683372
bulnonpc     0.9784776204  0.9784776204  0.9784773851  0.9784777382
bulnonpp     0.9784761737  0.9784761737  0.9784759339  0.9784762937
anbingec     0.9800091379  0.9800091379  0.9800088866  0.9800092636
anbingep     0.9784760555  0.9784760555  0.9784758154  0.9784761758
anrestrc     0.9800091379  0.9800091379  0.9800088866  0.9800092636
anrestrp     0.9784739920  0.9784739920  0.9784737452  0.9784741156
genanxc      0.9722863644  0.9722863644  0.9722860855  0.9722865040
genanxp      0.9707493155  0.9707493155  0.9707490167  0.9707494650
ganxgenc     0.9769249632  0.9769249632  0.9769247318  0.9769250791
ganxgenp     0.9769248555  0.9769248555  0.9769246238  0.9769249715
gadsubc      0.9768938619  0.9768938619  0.9768936309  0.9768939775
gadsubp      0.9768937542  0.9768937542  0.9768935228  0.9768938701
addkidc      0.6992322223  0.6992322223  0.6992360782  0.6992302945
addkidp      0.7376938614  0.7376938614  0.7376970499  0.7376922672
addadltc     0.9633310264  0.9633310264  0.9633312166  0.9633310869
addadltp     0.9633292631  0.9633292631  0.9633294341  0.9633293331
                  psygenp       psysubc       psysubp       psynosc
tryhsui      0.0580105042  0.0580123380  0.0580176154  0.0580482154
deprmd      -0.0838621742 -0.0838703928 -0.0839040186 -0.0838559906
depsleep     0.0327023744  0.0327048508  0.0327195262  0.0326861477
depsleepcat  0.0273669167  0.0273711497  0.0273733491  0.0273519645
depinter     0.0504751373  0.0504759079  0.0504739608  0.0504698300
depguilt     0.0252121557  0.0252109168  0.0252459127  0.0252236914
depconcn    -0.0124443499 -0.0124463372 -0.0124387620 -0.0124486538
depappet    -0.0115690400 -0.0115694603 -0.0115385683 -0.0115570659
deppmr      -0.0189074271 -0.0189093795 -0.0188750546 -0.0188949983
dage1st      0.0807658363  0.0807183803  0.0807507972  0.0807428767
dage1stcat   0.0804729948  0.0804323410  0.0805042648  0.0804743380
mage1st      0.0983090158  0.0983064803  0.0982097322  0.0982855889
mage1stcat   0.0962251449  0.0962211509  0.0961737751  0.0962118827
depsi        0.0108227066  0.0108225987  0.0108402174  0.0108277010
depsicat    -0.0869826108 -0.0870074050 -0.0869114586 -0.0870005775
depenerg    -0.0078643430 -0.0078692099 -0.0078751357 -0.0078714009
depsev       0.0114479456  0.0114350251  0.0114310590  0.0114962517
depse        0.0347229838  0.0347213554  0.0347362666  0.0347187818
depdist      0.0002161584  0.0002131859  0.0002458421  0.0002259544
deppma      -0.0040653900 -0.0040682948 -0.0040295349 -0.0040473662
elvselfe    -0.0166078314 -0.0166137070 -0.0166142566 -0.0166326090
hxsui        0.1613069977  0.1613023427  0.1612740474  0.1613210899
elvsleep    -0.0095854792 -0.0095765928 -0.0095450892 -0.0095717922
elvtalk     -0.0116121814 -0.0116143387 -0.0115996012 -0.0116112309
elvfoi      -0.0172940236 -0.0172953088 -0.0172680015 -0.0172702702
elvdistr    -0.0188734693 -0.0188738162 -0.0188530084 -0.0188546225
elvgdact    -0.0223723556 -0.0223747773 -0.0223400814 -0.0223697429
elvhrb      -0.0140057788 -0.0140074705 -0.0139864562 -0.0139972705
elvpma      -0.0094448516 -0.0094476718 -0.0095544387 -0.0094257994
majdepc      0.9719235196  0.9719242251  0.9719192038  0.9719244010
majdepp      0.9706415346  0.9706418256  0.9706364002  0.9706404748
moodgenc     0.9753397908  0.9753401946  0.9753330514  0.9753383171
moodgenp     0.9753395529  0.9753399593  0.9753327706  0.9753380699
moodsubc     0.9737937171  0.9737944063  0.9737878190  0.9737923566
moodsubp     0.9737929681  0.9737936655  0.9737869319  0.9737915779
manicc       0.9767949528  0.9767957172  0.9767893547  0.9767939483
hmanicc      0.9706858319  0.9706858872  0.9706815479  0.9706844799
manicp       0.9689615945  0.9689622396  0.9689576529  0.9689609089
hmanicp      0.9706562730  0.9706563685  0.9706494369  0.9706542551
typeiic      0.9722208607  0.9722210267  0.9722146956  0.9722191027
typeiip      0.9721967200  0.9721966351  0.9721897780  0.9721944116
clinstat     0.0215004237  0.0215060804  0.0214843633  0.0214754118
manlast      0.0534006034  0.0533911546  0.0534063169  0.0532585957
deppast      0.1013580018  0.1013480150  0.1013406549  0.1012226660
mangenc      0.9768939086  0.9768943093  0.9768872226  0.9768924463
mangenp      0.9768937599  0.9768941618  0.9768873712  0.9768922936
hypogenc     0.9768938713  0.9768942723  0.9768874968  0.9768924080
hypogenp     0.9768936862  0.9768940886  0.9768872879  0.9768922178
mansubc      0.9768936862  0.9768944049  0.9768872879  0.9768922178
mansubp      0.9768909252  0.9768919836  0.9768860238  0.9768900029
hyposubc     0.9768937599  0.9768941618  0.9768870549  0.9768922936
hyposubp     0.9768912493  0.9768916722  0.9768848195  0.9768900221
anxdisc      0.9737846065  0.9737850098  0.9737781926  0.9737831346
anxdisp      0.9737843376  0.9737847454  0.9737778473  0.9737828492
anxsubc      0.9737848426  0.9737852423  0.9737781737  0.9737833841
anxsubp      0.9737846954  0.9737850974  0.9737779884  0.9737832287
pdnoagc      0.9737204693  0.9737209033  0.9737138525  0.9737188853
pdnoagp      0.9737205010  0.9737209784  0.9737140949  0.9737190744
pdagorc      0.9737517292  0.9737522007  0.9737457399  0.9737515915
pdagorp      0.9736923363  0.9736928678  0.9736888091  0.9736922943
agorc        0.9736888957  0.9736893398  0.9736840087  0.9736875917
agorp        0.9736893431  0.9736894989  0.9736852359  0.9736879340
phobiac      0.9737435207  0.9737443220  0.9737423099  0.9737436349
phobiap      0.9768344004  0.9768349859  0.9768333859  0.9768344640
ocdcur       0.9737359038  0.9737364313  0.9737302477  0.9737352508
ocdc         0.9706227844  0.9706543799  0.9706506994  0.9706538439
ocdpast      0.9737406928  0.9737406230  0.9737356381  0.9737395763
ocdp         0.9721885473  0.9721883697  0.9721853813  0.9721878383
ocdgenc      0.9722225792  0.9722541964  0.9722481385  0.9722526003
ocdgenp      0.9737937990  0.9737941711  0.9737875990  0.9737924416
ocdsubc      0.9722225792  0.9722541964  0.9722481385  0.9722526003
ocdsubp      0.9737937171  0.9737940900  0.9737875028  0.9737923566
ptsdcur      0.9737679391  0.9737684728  0.9737605850  0.9737682186
ptsdc        0.9708127683  0.9708130798  0.9708091620  0.9708138230
ptsdpast     0.9737541671  0.9737544947  0.9737484058  0.9737537152
ptsdp        0.9722865658  0.9722867028  0.9722840487  0.9722868004
alcdepc      0.9769135224  0.9769139444  0.9769086764  0.9769126112
alcdepp      0.9768854010  0.9768850765  0.9768831992  0.9768837741
alcabusc     0.9768634491  0.9768645406  0.9768588867  0.9768623955
alcabusp     0.9753181023  0.9753187748  0.9753155849  0.9753172130
drugdepc     0.9723462634  0.9723468604  0.9723456166  0.9723464778
drugdepp     0.9708364624  0.9708362266  0.9708402825  0.9708362948
drugabc      0.9692816652  0.9693131834  0.9693107104  0.9693125748
drugabp      0.9753536493  0.9753541925  0.9753558264  0.9753529187
psychp       0.9969316602  0.9969318064  0.9969274321  0.9969299878
bpsychp      0.9999984402  0.9999989086  0.9999906078  0.9999967302
ipsychp      0.9937794096  0.9937800165  0.9937717122  0.9937778143
psychc       0.9984670695  0.9984675407  0.9984598124  0.9984656612
bpsychc      0.9999990649  0.9999995321  0.9999912512  0.9999973589
ipsychc      0.9969195124  0.9969206181  0.9969123812  0.9969183756
schizc       0.9984689725  0.9984694402  0.9984611520  0.9984672651
schizp       0.9984685320  0.9984690004  0.9984610096  0.9984668215
schaffc      0.9999979727  0.9999984419  0.9999901262  0.9999962597
schaffp      0.9999968872  0.9999970470  0.9999886865  0.9999948531
schphrc      0.9999990649  0.9999995321  0.9999912512  0.9999973589
schphrp      0.9999990649  0.9999995321  0.9999912512  0.9999973589
deldisc      0.9999990649  0.9999995321  0.9999912512  0.9999973589
deldisp      0.9999987523  0.9999992201  0.9999909293  0.9999970443
psygenc      0.9999992213  0.9999996882  0.9999914123  0.9999975163
psygenp      1.0000000000  0.9999989086  0.9999906078  0.9999967302
psysubc      0.9999989086  1.0000000000  0.9999917140  0.9999972016
psysubp      0.9999906078  0.9999917140  1.0000000000  0.9999888461
psynosc      0.9999967302  0.9999972016  0.9999888461  1.0000000000
psynosp      0.9999916683  0.9999921488  0.9999842531  0.9999949042
moodnosp     0.9984682387  0.9984687077  0.9984603947  0.9984665262
deppsyc      0.9984686787  0.9984691469  0.9984608488  0.9984672816
deppsyp      0.9984657613  0.9984662351  0.9984578374  0.9984646562
bulpurgc     0.9784755163  0.9784758764  0.9784695214  0.9784742031
bulpurgp     0.9784679811  0.9784680689  0.9784631606  0.9784668289
bulnonpc     0.9784771502  0.9784775027  0.9784715973  0.9784761788
bulnonpp     0.9784760088  0.9784760538  0.9784703422  0.9784746986
anbingec     0.9800086356  0.9800090122  0.9800023610  0.9800072620
anbingep     0.9784755756  0.9784759354  0.9784698996  0.9784745777
anrestrc     0.9800086356  0.9800090122  0.9800026756  0.9800072620
anrestrp     0.9784738130  0.9784738686  0.9784682806  0.9784721498
genanxc      0.9722858069  0.9722862249  0.9722825817  0.9722870979
genanxp      0.9707487183  0.9707491660  0.9707471659  0.9707502071
ganxgenc     0.9769245008  0.9769248475  0.9769187334  0.9769232367
ganxgenp     0.9769243924  0.9769247396  0.9769186155  0.9769231262
gadsubc      0.9768934002  0.9768937464  0.9768876426  0.9768921382
gadsubp      0.9768932918  0.9768936385  0.9768875246  0.9768920278
addkidc      0.6992399344  0.6992098466  0.6991196406  0.6991639363
addkidp      0.7377002387  0.7376702673  0.7376055971  0.7376170322
addadltc     0.9633307854  0.9633309660  0.9633011064  0.9633313737
addadltp     0.9633289838  0.9633291931  0.9632994469  0.9633297772
                  psynosp      moodnosp       deppsyc       deppsyp
tryhsui      0.0579901563  0.0593014145  5.930326e-02  0.0593354356
deprmd      -0.0839839303 -0.0830868036 -8.313219e-02 -0.0830825568
depsleep     0.0327074367  0.0328270943  3.281602e-02  0.0328194443
depsleepcat  0.0273769763  0.0280563002  2.804689e-02  0.0280515875
depinter     0.0504856856  0.0504792665  5.046512e-02  0.0504550164
depguilt     0.0252455985  0.0252884534  2.528887e-02  0.0253013762
depconcn    -0.0124333748 -0.0125040904 -1.251361e-02 -0.0125100635
depappet    -0.0115456173 -0.0115294281 -1.153099e-02 -0.0115268570
deppmr      -0.0188747438 -0.0189022017 -1.890416e-02 -0.0188874741
dage1st      0.0807860729  0.0809647137  8.089341e-02  0.0809004755
dage1stcat   0.0805210085  0.0807480760  8.068207e-02  0.0806960993
mage1st      0.0983110620  0.0950402556  9.504011e-02  0.0950715084
mage1stcat   0.0962398925  0.0927830362  9.277826e-02  0.0928154074
depsi        0.0108458184  0.0108835917  1.089290e-02  0.0109057585
depsicat    -0.0870951055 -0.0861975286 -8.623931e-02 -0.0862036600
depenerg    -0.0078663422 -0.0079643471 -7.978357e-03 -0.0079782219
depsev       0.0115667476  0.0119619898  1.192524e-02  0.0119418470
depse        0.0347370383  0.0348223585  3.481455e-02  0.0348148867
depdist      0.0002483911  0.0002360772  9.993378e-05  0.0001153643
deppma      -0.0040240227 -0.0040280777 -4.033446e-03 -0.0040202136
elvselfe    -0.0166207852 -0.0165385820 -1.655142e-02 -0.0165690207
hxsui        0.1613117887  0.1617151720  1.617130e-01  0.1617390914
elvsleep    -0.0095466906 -0.0095636877 -9.561180e-03 -0.0095502082
elvtalk     -0.0115979426 -0.0116506791 -1.166490e-02 -0.0116622901
elvfoi      -0.0172498699 -0.0173589448 -1.736093e-02 -0.0173597888
elvdistr    -0.0188459550 -0.0186917384 -1.869903e-02 -0.0186874666
elvgdact    -0.0223478945 -0.0223483557 -2.235283e-02 -0.0223412363
elvhrb      -0.0139761513 -0.0140104926 -1.400652e-02 -0.0140029944
elvpma      -0.0094042216 -0.0092845281 -9.290985e-03 -0.0092823484
majdepc      0.9719211330  0.9734356375  9.734363e-01  0.9734354302
majdepp      0.9706373611  0.9721329792  9.721333e-01  0.9721313442
moodgenc     0.9753339623  0.9768349004  9.768353e-01  0.9768326252
moodgenp     0.9753336874  0.9768345744  9.768350e-01  0.9768322850
moodsubc     0.9737889741  0.9752875071  9.752879e-01  0.9752854072
moodsubp     0.9737881060  0.9752864749  9.752869e-01  0.9752843289
manicc       0.9767891049  0.9782910880  9.782912e-01  0.9782885608
hmanicc      0.9706811205  0.9721748932  9.721749e-01  0.9721731220
manicp       0.9689576634  0.9704580371  9.704590e-01  0.9704570095
hmanicp      0.9706510939  0.9721330382  9.721338e-01  0.9721333519
typeiic      0.9722151567  0.9737084540  9.737086e-01  0.9737070023
typeiip      0.9721903893  0.9736817333  9.736820e-01  0.9736799169
clinstat     0.0215253226  0.0204830064  2.048224e-02  0.0204178253
manlast      0.0532681219  0.0538030097  5.376489e-02  0.0538274494
deppast      0.1011394130  0.0993179162  9.930865e-02  0.0993826241
mangenc      0.9768881262  0.9783915315  9.783919e-01  0.9783892742
mangenp      0.9768879611  0.9783913437  9.783917e-01  0.9783890800
hypogenc     0.9768880848  0.9783914844  9.783919e-01  0.9783892255
hypogenp     0.9768878791  0.9783912504  9.783917e-01  0.9783889835
mansubc      0.9768878791  0.9783912504  9.783917e-01  0.9783889835
mansubp      0.9768857216  0.9783876684  9.783881e-01  0.9783852680
hyposubc     0.9768879611  0.9783913437  9.783917e-01  0.9783890800
hyposubp     0.9768857747  0.9783880999  9.783885e-01  0.9783857170
anxdisc      0.9737787854  0.9752773275  9.752777e-01  0.9752750552
anxdisp      0.9737784505  0.9752769022  9.752773e-01  0.9752746044
anxsubc      0.9737790750  0.9752776907  9.752781e-01  0.9752754392
anxsubp      0.9737792120  0.9752774653  9.752779e-01  0.9752752010
pdnoagc      0.9737148336  0.9752120296  9.752125e-01  0.9752095839
pdnoagp      0.9737158111  0.9752105517  9.752113e-01  0.9752081766
pdagorc      0.9737487097  0.9752420322  9.752425e-01  0.9752396903
pdagorp      0.9736893847  0.9751804662  9.751813e-01  0.9751784181
agorc        0.9736834289  0.9751803743  9.751811e-01  0.9751781886
agorp        0.9736840898  0.9751795115  9.751803e-01  0.9751774807
phobiac      0.9737402636  0.9752339322  9.752347e-01  0.9752330821
phobiap      0.9768306294  0.9752375032  9.752384e-01  0.9752371987
ocdcur       0.9737308102  0.9752248792  9.752251e-01  0.9752222218
ocdc         0.9706509397  0.9721430845  9.721432e-01  0.9721412230
ocdpast      0.9737353380  0.9752276688  9.752279e-01  0.9752251064
ocdp         0.9721848307  0.9736770604  9.736772e-01  0.9736751358
ocdgenc      0.9722489088  0.9737462817  9.737466e-01  0.9737443486
ocdgenp      0.9737884359  0.9752876183  9.752880e-01  0.9752855232
ocdsubc      0.9722489088  0.9737462817  9.737466e-01  0.9737443486
ocdsubp      0.9737883416  0.9752875071  9.752879e-01  0.9752854072
ptsdcur      0.9737646648  0.9752564294  9.752573e-01  0.9752553311
ptsdc        0.9708126730  0.9723043919  9.723050e-01  0.9723045197
ptsdpast     0.9737505170  0.9752384299  9.752394e-01  0.9752370124
ptsdp        0.9722856928  0.9737753539  9.737761e-01  0.9737750103
alcdepc      0.9769093151  0.9784107539  9.784105e-01  0.9784077466
alcdepp      0.9768814698  0.9784059835  9.784069e-01  0.9784043840
alcabusc     0.9768580406  0.9783595574  9.783594e-01  0.9783569571
alcabusp     0.9753142976  0.9768044803  9.768048e-01  0.9768019385
drugdepc     0.9723449990  0.9738721813  9.738722e-01  0.9738702690
drugdepp     0.9708355459  0.9723554390  9.723558e-01  0.9723538782
drugabc      0.9693112997  0.9708038048  9.708034e-01  0.9708019994
drugabp      0.9753498527  0.9768442582  9.768454e-01  0.9768421345
psychp       0.9969269097  0.9984579841  9.984584e-01  0.9984554018
bpsychp      0.9999916683  0.9984682387  9.984687e-01  0.9984657613
ipsychp      0.9937730961  0.9952953819  9.952963e-01  0.9952947606
psychc       0.9984605675  0.9999956250  9.999961e-01  0.9999929681
bpsychc      0.9999923092  0.9984688643  9.984693e-01  0.9984663932
ipsychc      0.9969131622  0.9984452963  9.984458e-01  0.9984428899
schizc       0.9984622110  0.9999976557  9.999981e-01  0.9999950192
schizp       0.9984617582  0.9999971857  9.999977e-01  0.9999945445
schaffc      0.9999911887  0.9984677705  9.984682e-01  0.9984652885
schaffp      0.9999897548  0.9984663711  9.984668e-01  0.9984638749
schphrc      0.9999923092  0.9984688643  9.984693e-01  0.9984663932
schphrp      0.9999923092  0.9984688643  9.984693e-01  0.9984663932
deldisc      0.9999923092  0.9984688643  9.984693e-01  0.9984663932
deldisp      0.9999919886  0.9984685513  9.984690e-01  0.9984660771
psygenc      0.9999924696  0.9984690209  9.984695e-01  0.9984665513
psygenp      0.9999916683  0.9984682387  9.984687e-01  0.9984657613
psysubc      0.9999921488  0.9984687077  9.984691e-01  0.9984662351
psysubp      0.9999842531  0.9984603947  9.984608e-01  0.9984578374
psynosc      0.9999949042  0.9984665262  9.984673e-01  0.9984646562
psynosp      1.0000000000  0.9984614569  9.984622e-01  0.9984595351
moodnosp     0.9984614569  1.0000000000  9.999977e-01  0.9999945412
deppsyc      0.9984622213  0.9999976550  1.000000e+00  0.9999968916
deppsyp      0.9984595351  0.9999945412  9.999969e-01  1.0000000000
bulpurgc     0.9784703301  0.9799769971  9.799774e-01  0.9799749703
bulpurgp     0.9784628105  0.9799676861  9.799681e-01  0.9799654225
bulnonpc     0.9784727027  0.9799788945  9.799792e-01  0.9799769104
bulnonpp     0.9784711490  0.9799772046  9.799776e-01  0.9799751825
anbingec     0.9800032081  0.9815119171  9.815123e-01  0.9815097969
anbingep     0.9784710219  0.9799770662  9.799774e-01  0.9799750409
anrestrc     0.9800035227  0.9815119171  9.815123e-01  0.9815097969
anrestrp     0.9784684837  0.9799749527  9.799753e-01  0.9799728705
genanxc      0.9722854033  0.9737763268  9.737767e-01  0.9737749114
genanxp      0.9707497412  0.9722364507  9.722366e-01  0.9722354900
ganxgenc     0.9769195109  0.9784240468  9.784244e-01  0.9784220959
ganxgenp     0.9769193943  0.9784239188  9.784243e-01  0.9784219648
gadsubc      0.9768884187  0.9784241109  9.784245e-01  0.9784221616
gadsubp      0.9768883021  0.9784239827  9.784243e-01  0.9784220303
addkidc      0.6992276220  0.7004982814  7.004925e-01  0.7005067656
addkidp      0.7376697122  0.7389824638  7.389777e-01  0.7389843857
addadltc     0.9633304055  0.9648153734  9.648152e-01  0.9648143641
addadltp     0.9633291145  0.9648125725  9.648125e-01  0.9648114005
                bulpurgc     bulpurgp     bulnonpc     bulnonpp     anbingec
tryhsui      0.062069841  0.061918998  0.061971262  0.062013973  0.061362705
deprmd      -0.082883110 -0.082890573 -0.082976732 -0.083020120 -0.082273814
depsleep     0.032565558  0.032375796  0.032582289  0.032588512  0.032685435
depsleepcat  0.030995547  0.030784327  0.031032496  0.030994692  0.031681063
depinter     0.050938694  0.050771989  0.050940178  0.050932968  0.051041985
depguilt     0.026125326  0.026130151  0.025979543  0.026000333  0.026214204
depconcn    -0.012440020 -0.012957958 -0.012444300 -0.012439180 -0.012518187
depappet    -0.010514616 -0.010904874 -0.010553876 -0.010551146 -0.010637524
deppmr      -0.018667115 -0.018731105 -0.018682740 -0.018656417 -0.018698345
dage1st      0.086038653  0.085980102  0.086066924  0.086062984  0.086494618
dage1stcat   0.085719210  0.085753224  0.085715981  0.085745438  0.086051972
mage1st      0.097465294  0.097339438  0.097590210  0.097568642  0.094243817
mage1stcat   0.094854605  0.094815153  0.094964127  0.094968487  0.091417460
depsi        0.011597139  0.011414723  0.011580423  0.011597669  0.011640073
depsicat    -0.086288597 -0.086312140 -0.086361722 -0.086419989 -0.085666405
depenerg    -0.008326066 -0.008506955 -0.008329433 -0.008334993 -0.008318279
depsev       0.011899712  0.012099068  0.011876830  0.011888579  0.012330226
depse        0.035253087  0.035023571  0.035240758  0.035247303  0.035261097
depdist      0.013623179  0.013602650  0.013598027  0.013614644  0.013613374
deppma      -0.003726403 -0.003725129 -0.003753637 -0.003734278 -0.003737707
elvselfe    -0.016454760 -0.016721617 -0.016428907 -0.016427078 -0.016643503
hxsui        0.163509479  0.163465499  0.163570780  0.163554767  0.163963433
elvsleep    -0.009030172 -0.009305161 -0.009052420 -0.009058182 -0.008896102
elvtalk     -0.011251808 -0.011514563 -0.011290745 -0.011272583 -0.011177179
elvfoi      -0.017365396 -0.017560998 -0.017395991 -0.017370901 -0.017200090
elvdistr    -0.018730478 -0.018906687 -0.018753866 -0.018733620 -0.018875775
elvgdact    -0.022233103 -0.022261436 -0.022266740 -0.022245526 -0.022107183
elvhrb      -0.013516608 -0.013689432 -0.013540764 -0.013523374 -0.013549923
elvpma      -0.008895819 -0.008926305 -0.008920970 -0.008902676 -0.008923595
majdepc      0.981082916  0.981069517  0.981116258  0.981114685  0.982634177
majdepp      0.982773994  0.982757891  0.982808766  0.982806188  0.984343436
moodgenc     0.984399538  0.984380798  0.984403192  0.984399940  0.985937690
moodgenp     0.984398758  0.984380528  0.984402435  0.984399163  0.985936860
moodsubc     0.982845576  0.982828387  0.982848951  0.982845948  0.984381879
moodsubp     0.982843082  0.982826439  0.982847167  0.982844417  0.984379225
manicc       0.982770762  0.982753783  0.982774239  0.982770862  0.984304463
hmanicc      0.976596997  0.976583915  0.976631534  0.976630687  0.978154303
manicp       0.977977753  0.977962007  0.978012038  0.978008735  0.979548658
hmanicp      0.976540394  0.976529152  0.976574844  0.976573678  0.978085665
typeiic      0.978122893  0.978109332  0.978125079  0.978123662  0.979647716
typeiip      0.978119075  0.978105125  0.978121529  0.978119274  0.979642025
clinstat     0.017878901  0.017705619  0.017962145  0.017920066  0.018911046
manlast      0.052447349  0.052397291  0.052481954  0.052464570  0.049935270
deppast      0.099374186  0.099516726  0.099370092  0.099407950  0.097364729
mangenc      0.982846015  0.982828577  0.982849376  0.982846385  0.984382345
mangenp      0.982845664  0.982828488  0.982849036  0.982846035  0.984381972
hypogenc     0.982845927  0.982828475  0.982849291  0.982846297  0.984382251
hypogenp     0.982845489  0.982827967  0.982848866  0.982845861  0.984381786
mansubc      0.982845489  0.982827967  0.982848866  0.982845861  0.984381786
mansubp      0.982839126  0.982822331  0.982843035  0.982840159  0.984374325
hyposubc     0.982845983  0.982828488  0.982849036  0.982846035  0.984381972
hyposubp     0.982840323  0.982824002  0.982842930  0.982840079  0.984375264
anxdisc      0.985960631  0.985940130  0.985964545  0.985961063  0.987500685
anxdisp      0.985959242  0.985938515  0.985963196  0.985959678  0.987499207
anxsubc      0.985961778  0.985941461  0.985965659  0.985962206  0.987501903
anxsubp      0.985961070  0.985940640  0.985964972  0.985961501  0.987501152
pdnoagc      0.985951491  0.985932936  0.985956326  0.985952593  0.987490935
pdnoagp      0.985941320  0.985923130  0.985946229  0.985942465  0.987479276
pdagorc      0.985881112  0.985864218  0.985884683  0.985882570  0.987449468
pdagorp      0.985839760  0.985824935  0.985843239  0.985841915  0.987404962
agorc        0.985919011  0.985898671  0.985922341  0.985919165  0.987456931
agorp        0.985912966  0.985893420  0.985915597  0.985912829  0.987449690
phobiac      0.988995125  0.988978210  0.988998464  0.988996938  0.990565769
phobiap      0.988982622  0.988967561  0.988986280  0.988984822  0.990550612
ocdcur       0.982789464  0.982769948  0.982792956  0.982789029  0.984320146
ocdc         0.982820869  0.982806914  0.982823362  0.982820331  0.981236999
ocdpast      0.982786808  0.982771078  0.982789375  0.982786092  0.984315127
