                  tryhsui       deprmd     depsleep  depsleepcat      depinter
ocdp         0.984359119  0.984347527  0.984360945  0.984358329  0.982772160
ocdgenc      0.984416461  0.984398970  0.984419833  0.984416832  0.982832001
ocdgenp      0.985968704  0.985949776  0.985972335  0.985969104  0.984382158
ocdsubc      0.984416461  0.984398970  0.984419833  0.984416832  0.982832001
ocdsubp      0.985968412  0.985949442  0.985972050  0.985968813  0.984381879
ptsdcur      0.982820147  0.982799999  0.982822091  0.982819397  0.984350117
ptsdc        0.982972992  0.982931275  0.982973238  0.982940870  0.981413834
ptsdpast     0.982815892  0.982804827  0.982817574  0.982814936  0.984341464
ptsdp        0.984464155  0.984429962  0.984464395  0.984431857  0.982902428
alcdepc      0.989090799  0.989074128  0.989094246  0.989091566  0.987524135
alcdepp      0.989017533  0.989003701  0.989020531  0.989018179  0.987450243
alcabusc     0.989039637  0.989021001  0.989042803  0.989040126  0.987464990
alcabusp     0.987426560  0.987415939  0.987428480  0.987425048  0.985853691
drugdepc     0.984553981  0.984543537  0.984556191  0.984553978  0.983001651
drugdepp     0.982971159  0.982965574  0.982971475  0.982971261  0.981419273
drugabc      0.978285221  0.978275949  0.978286362  0.978284225  0.979845741
drugabp      0.984325929  0.984315996  0.984328628  0.984326155  0.985887876
psychp       0.978468318  0.978460478  0.978470120  0.978469458  0.980000756
bpsychp      0.978475516  0.978467981  0.978477150  0.978475695  0.980008636
ipsychp      0.975248849  0.975243248  0.975251369  0.975250450  0.976803218
psychc       0.979976669  0.979967875  0.979977957  0.979976250  0.981510916
bpsychc      0.978475997  0.978468203  0.978477620  0.978476174  0.980009138
ipsychc      0.978459083  0.978450660  0.978460475  0.978459304  0.979990732
schizc       0.979977598  0.979968357  0.979979483  0.979977804  0.981512546
schizp       0.979977237  0.979968269  0.979979130  0.979977444  0.981512168
schaffc      0.978475157  0.978467266  0.978476798  0.978475336  0.980008260
schaffp      0.978474084  0.978466068  0.978475748  0.978474266  0.980007138
schphrc      0.978475997  0.978468203  0.978477620  0.978476174  0.980009138
schphrp      0.978475997  0.978468203  0.978477620  0.978476174  0.980009138
deldisc      0.978475997  0.978468203  0.978477620  0.978476174  0.980009138
deldisp      0.978475756  0.978467935  0.978477385  0.978475934  0.980008887
psygenc      0.978476117  0.978468337  0.978477738  0.978476294  0.980009264
psygenp      0.978475516  0.978467981  0.978477150  0.978476009  0.980008636
psysubc      0.978475876  0.978468069  0.978477503  0.978476054  0.980009012
psysubp      0.978469521  0.978463161  0.978471597  0.978470342  0.980002361
psynosc      0.978474203  0.978466829  0.978476179  0.978474699  0.980007262
psynosp      0.978470330  0.978462811  0.978472703  0.978471149  0.980003208
moodnosp     0.979976997  0.979967686  0.979978895  0.979977205  0.981511917
deppsyc      0.979977358  0.979968088  0.979979247  0.979977564  0.981512294
deppsyp      0.979974970  0.979965422  0.979976910  0.979975182  0.981509797
bulpurgc     1.000000000  0.999977011  0.999989428  0.999986230  0.998439990
bulpurgp     0.999977011  1.000000000  0.999967773  0.999966137  0.998417946
bulnonpc     0.999989428  0.999967773  1.000000000  0.999996228  0.998443551
bulnonpp     0.999986230  0.999966137  0.999996228  1.000000000  0.998439819
anbingec     0.998439990  0.998417946  0.998443551  0.998439819  1.000000000
anbingep     0.999987179  0.999969589  0.999989901  0.999987337  0.998441096
anrestrc     0.998439039  0.998417312  0.998443234  0.998439502  0.999998095
anrestrp     0.999979958  0.999962814  0.999983720  0.999980759  0.998433705
genanxc      0.987560655  0.987548672  0.987563389  0.987561761  0.989098280
genanxp      0.989107200  0.989095390  0.989110153  0.989108678  0.987556775
ganxgenc     0.992225418  0.992206325  0.992229080  0.992225822  0.993775843
ganxgenp     0.992225151  0.992206029  0.992228818  0.992225555  0.993775564
gadsubc      0.992225552  0.992206473  0.992229212  0.992225956  0.993775983
gadsubp      0.992225284  0.992206177  0.992228949  0.992225688  0.993775703
addkidc      0.711784001  0.711730683  0.711731815  0.711753498  0.710682242
addkidp      0.750563728  0.750523953  0.750520607  0.750533333  0.749418906
addadltc     0.984639729  0.984630489  0.984638645  0.984637830  0.983101841
addadltp     0.984627799  0.984619934  0.984627289  0.984626556  0.983090337
                anbingep     anrestrc     anrestrp      genanxc      genanxp
tryhsui      0.061961368  0.061362705  0.061939212  0.061424985  0.063950379
deprmd      -0.082986165 -0.082273443 -0.083049026 -0.085586555 -0.086356128
depsleep     0.032570557  0.032695681  0.032577621  0.031660366  0.031782359
depsleepcat  0.030963217  0.031725759  0.030937427  0.028740919  0.029192873
depinter     0.050949456  0.051047495  0.050951150  0.050845127  0.050736100
depguilt     0.026117496  0.026213647  0.026151028  0.025823518  0.025721875
depconcn    -0.012432955 -0.012503966 -0.012428829 -0.012679906 -0.012206940
depappet    -0.010759359 -0.010650728 -0.010509041 -0.011234339 -0.010609484
deppmr      -0.018669403 -0.018697527 -0.018647078 -0.018641210 -0.018361206
dage1st      0.085995981  0.086530306  0.085900185  0.086035079  0.085705589
dage1stcat   0.085674496  0.086085110  0.085575521  0.085179374  0.085009474
mage1st      0.097509002  0.094243817  0.097408918  0.092883595  0.100447086
mage1stcat   0.094890450  0.091413723  0.094778908  0.090268967  0.097821358
depsi        0.011596684  0.011639441  0.011608652  0.011397442  0.011524968
depsicat    -0.086407817 -0.085665707 -0.086489551 -0.088994066 -0.089982792
depenerg    -0.008297635 -0.008321155 -0.008307128 -0.008859305 -0.008536503
depsev       0.011893965  0.012305754  0.011931205  0.014045031  0.013387216
depse        0.035111714  0.035267324  0.035259194  0.034751332  0.034983009
depdist      0.013610780  0.013610037  0.013513231  0.013351641  0.013131819
deppma      -0.003731401 -0.003739566 -0.003703452 -0.004465045 -0.004533767
elvselfe    -0.016446699 -0.016625279 -0.016416310 -0.016968673 -0.016401874
hxsui        0.163506918  0.163963933  0.163457694  0.157837253  0.162280883
elvsleep    -0.009069779 -0.008880007 -0.009004493 -0.009018306 -0.009138920
elvtalk     -0.011253879 -0.011181229 -0.011240799 -0.011459530 -0.011478589
elvfoi      -0.017378928 -0.017201495 -0.017357088 -0.017343082 -0.017309877
elvdistr    -0.018749930 -0.018878575 -0.018704543 -0.018592654 -0.018800642
elvgdact    -0.022235063 -0.022110631 -0.022208587 -0.022095188 -0.022027984
elvhrb      -0.013525620 -0.013549288 -0.013502709 -0.013655372 -0.013686995
elvpma      -0.008901152 -0.008925060 -0.008875912 -0.009257355 -0.009349131
majdepc      0.981111677  0.982633860  0.981107998  0.981076019  0.979556724
majdepp      0.982805976  0.984343120  0.982800954  0.982821637  0.981290330
moodgenc     0.984399672  0.985937690  0.984394903  0.984411543  0.982875938
moodgenp     0.984398893  0.985936860  0.984394412  0.984410091  0.982875029
moodsubc     0.982845700  0.984381879  0.982841304  0.982861807  0.981330054
moodsubp     0.982843208  0.984379225  0.982839669  0.982859759  0.981328975
manicc       0.982769946  0.984305101  0.982766262  0.982726411  0.981227989
hmanicc      0.976628237  0.978154303  0.976625485  0.976638209  0.975121008
manicp       0.978008409  0.979548341  0.978004193  0.977999312  0.976499216
hmanicp      0.976573214  0.978085665  0.976569674  0.976623191  0.975117133
typeiic      0.978122726  0.979647716  0.978120231  0.981258884  0.976608644
typeiip      0.978119565  0.979641707  0.978115020  0.981251708  0.976604145
clinstat     0.017957173  0.018894886  0.017963449  0.018976540  0.017532322
manlast      0.052378279  0.049965335  0.052421626  0.054294556  0.056977367
deppast      0.099338984  0.097389209  0.099388975  0.097281915  0.101896981
mangenc      0.982846138  0.984382345  0.982841758  0.982830392  0.981298750
mangenp      0.982845788  0.984381972  0.982841713  0.982830202  0.981298519
hypogenc     0.982846050  0.984382251  0.982841986  0.982830265  0.981298930
hypogenp     0.982845613  0.984381786  0.982841532  0.982829632  0.981298245
mansubc      0.982845613  0.984381786  0.982841213  0.982829949  0.981298245
mansubp      0.982838939  0.984374325  0.982834892  0.982824097  0.981295331
hyposubc     0.982845788  0.984381972  0.982841394  0.982830519  0.981298836
hyposubp     0.982840136  0.984375264  0.982835170  0.982824773  0.981294537
anxdisc      0.985960775  0.987500685  0.985955659  0.985968716  0.984430597
anxdisp      0.985959387  0.987499207  0.985954217  0.985968287  0.984430637
anxsubc      0.985961921  0.987501903  0.985956849  0.985969739  0.984431118
anxsubp      0.985961214  0.987501472  0.985956434  0.985969670  0.984431284
pdnoagc      0.985951965  0.987491254  0.985948070  0.982849828  0.981317399
pdnoagp      0.985941808  0.987479596  0.985938344  0.982809941  0.981280418
pdagorc      0.985882236  0.987449788  0.985877259  0.982822797  0.981229705
pdagorp      0.985840585  0.987405281  0.985837112  0.982794496  0.981206229
agorc        0.985918849  0.987456611  0.985913236  0.982817007  0.981285842
agorp        0.985912814  0.987449370  0.985907174  0.982811426  0.981282383
phobiac      0.988995306  0.990565769  0.988992333  0.979723204  0.978140809
phobiap      0.988983144  0.990550294  0.988979955  0.979719695  0.978144518
ocdcur       0.982789960  0.984319825  0.982783375  0.979705885  0.978179135
ocdc         0.982821325  0.981236681  0.982816092  0.979748822  0.981319897
ocdpast      0.982786035  0.984314806  0.982781219  0.979707011  0.978182941
ocdp         0.984358326  0.982771842  0.984354510  0.981283103  0.982856058
ocdgenc      0.984416585  0.982832001  0.984412192  0.978211083  0.979788901
ocdgenp      0.985968837  0.984382158  0.985964099  0.979751817  0.981330148
ocdsubc      0.984416585  0.982832001  0.984412192  0.978211083  0.979788901
ocdsubp      0.985968546  0.984381879  0.985963797  0.979751466  0.981329737
ptsdcur      0.982819042  0.984350438  0.982813665  0.979703220  0.978209741
ptsdc        0.982971844  0.981414150  0.982968782  0.979814123  0.981397296
ptsdpast     0.982813865  0.984342748  0.982813219  0.979713196  0.978227281
ptsdp        0.984462109  0.982903690  0.984463361  0.981311624  0.982898995
alcdepc      0.989090949  0.987524135  0.989086246  0.982863718  0.984421802
alcdepp      0.989018697  0.987449926  0.989011642  0.985838051  0.987426273
alcabusc     0.989039165  0.987464672  0.989033988  0.982803290  0.984367434
alcabusp     0.987426478  0.985853057  0.987422228  0.984255504  0.985815324
drugdepc     0.984553455  0.983001651  0.984550087  0.975265366  0.976822290
drugdepp     0.982968157  0.981419273  0.982965116  0.973657285  0.975215519
drugabc      0.978284679  0.979845426  0.978281266  0.972127500  0.970560858
drugabp      0.984325793  0.985887876  0.984321876  0.978114203  0.976543278
psychp       0.978468069  0.980000756  0.978465769  0.972280753  0.970745803
bpsychp      0.978475576  0.980008636  0.978474127  0.972286433  0.970749655
ipsychp      0.975249905  0.976803218  0.975248318  0.972118247  0.970557725
psychc       0.979976110  0.981510916  0.979973655  0.973776155  0.972235885
bpsychc      0.978476056  0.980009138  0.978474306  0.972286677  0.970749628
ipsychc      0.978459785  0.979990417  0.978455937  0.975341985  0.973801612
schizc       0.979977667  0.981512546  0.979975256  0.973776398  0.972235947
schizp       0.979977306  0.981512168  0.979974885  0.973775979  0.972235498
schaffc      0.978475217  0.980008260  0.978473444  0.972286329  0.970749208
schaffp      0.978474145  0.980007138  0.978472656  0.972286334  0.970749122
schphrc      0.978476056  0.980009138  0.978473992  0.972286364  0.970749315
schphrp      0.978476056  0.980009138  0.978473992  0.972286364  0.970749315
deldisc      0.978476056  0.980009138  0.978473992  0.972286364  0.970749315
deldisp      0.978475815  0.980008887  0.978473745  0.972286085  0.970749017
psygenc      0.978476176  0.980009264  0.978474116  0.972286504  0.970749465
psygenp      0.978475576  0.980008636  0.978473813  0.972285807  0.970748718
psysubc      0.978475935  0.980009012  0.978473869  0.972286225  0.970749166
psysubp      0.978469900  0.980002676  0.978468281  0.972282582  0.970747166
psynosc      0.978474578  0.980007262  0.978472150  0.972287098  0.970750207
psynosp      0.978471022  0.980003523  0.978468484  0.972285403  0.970749741
moodnosp     0.979977066  0.981511917  0.979974953  0.973776327  0.972236451
deppsyc      0.979977426  0.981512294  0.979975323  0.973776745  0.972236586
deppsyp      0.979975041  0.981509797  0.979972871  0.973774911  0.972235490
bulpurgc     0.999987179  0.998439039  0.999979958  0.987560655  0.989107200
bulpurgp     0.999969589  0.998417312  0.999962814  0.987548672  0.989095390
bulnonpc     0.999989901  0.998443234  0.999983720  0.987563389  0.989110153
bulnonpp     0.999987337  0.998439502  0.999980759  0.987561761  0.989108678
anbingec     0.998441096  0.999998095  0.998433705  0.989098280  0.987556775
anbingep     1.000000000  0.998439511  0.999982652  0.987561129  0.989107692
anrestrc     0.998439511  1.000000000  0.998435607  0.989098596  0.987557090
anrestrp     0.999982652  0.998435607  1.000000000  0.987557062  0.989105116
genanxc      0.987561129  0.989098596  0.987557062  1.000000000  0.995330540
genanxp      0.989107692  0.987557090  0.989105116  0.995330540  1.000000000
ganxgenc     0.992225553  0.993775843  0.992220774  0.995287356  0.993734185
ganxgenp     0.992225285  0.993775564  0.992220499  0.995287307  0.993734430
gadsubc      0.992225687  0.993775983  0.992220911  0.995287539  0.993734378
gadsubp      0.992225419  0.993775703  0.992220636  0.995287489  0.993734623
addkidc      0.711782076  0.710682242  0.711753221  0.706330707  0.707327808
addkidp      0.750587514  0.749418906  0.750593733  0.747396242  0.748511593
addadltc     0.984637008  0.983101527  0.984633857  0.975367996  0.976879496
addadltp     0.984625715  0.983090023  0.984621905  0.975357850  0.976870442
                ganxgenc     ganxgenp      gadsubc      gadsubp       addkidc
tryhsui      0.063285708  0.063271637  0.063311954  0.063297884  0.0255459623
deprmd      -0.084061565 -0.084080573 -0.084033802 -0.084052810 -0.1352102039
depsleep     0.032917897  0.032919268  0.032918350  0.032919721  0.0221898522
depsleepcat  0.031204024  0.031217200  0.031223223  0.031236398  0.0428359673
depinter     0.051042763  0.050846910  0.051045527  0.050849673  0.0294485780
depguilt     0.026211290  0.026211933  0.026207905  0.026208548  0.0192799336
depconcn    -0.012510236 -0.012507320 -0.012511695 -0.012508778 -0.0176680853
depappet    -0.010873318 -0.010872275 -0.010878432 -0.010877389 -0.0190156585
deppmr      -0.018541216 -0.018540725 -0.018540644 -0.018540153 -0.0024272739
dage1st      0.083662820  0.083668750  0.083664214  0.083670144  0.0413076269
dage1stcat   0.082926593  0.082931405  0.082922593  0.082927406  0.0405187763
mage1st      0.094128726  0.094130158  0.094092094  0.094093526  0.0545658713
mage1stcat   0.091411508  0.091414480  0.091374894  0.091377865  0.0435946380
depsi        0.011759542  0.011759187  0.011760351  0.011759997 -0.0011190543
depsicat    -0.087412860 -0.087415144 -0.087401253 -0.087403536 -0.1270828331
depenerg    -0.008325493 -0.008322601 -0.008322912 -0.008320020 -0.0149979460
depsev       0.014670380  0.014654812  0.014641807  0.014626240  0.0849556333
depse        0.035260494  0.035263433  0.035264214  0.035267152  0.0260320838
depdist      0.013609834  0.013609969  0.013607096  0.013607231 -0.0050749192
deppma      -0.003678646 -0.003677935 -0.003681481 -0.003680770 -0.0097853181
elvselfe    -0.016632607 -0.016629124 -0.016630143 -0.016626660 -0.0111470213
hxsui        0.159054201  0.159056355  0.159053124  0.159055278  0.1123456617
elvsleep    -0.008883911 -0.008883454 -0.008884140 -0.008883683 -0.0110929167
elvtalk     -0.011503380 -0.011500850 -0.011506265 -0.011503735 -0.0158704008
elvfoi      -0.017200681 -0.017198881 -0.017207906 -0.017206106 -0.0227137935
elvdistr    -0.018880323 -0.018881957 -0.018881605 -0.018883239 -0.0240881768
elvgdact    -0.022110311 -0.022107076 -0.022113308 -0.022110073 -0.0216309910
